"","busRouteId","busRouteNm","corpNm","edStationNm","firstBusTm","firstLowTm","lastBusTm","lastBusYn","lastLowTm","length","routeType","stStationNm","term"
"1","100100063","402","진화운수  02-406-3020","광화문","20200408040000","20151125040000","20200409000500"," ","20150717234000","56.21","3","장지공영차고지","9"
